ID,CATEGORY,GENE_FOUND,CONTENT_FOUND
MAP3K2,UNKNOWN,True,False
BAP1,Tumor suppressor gene,True,True
SYK,UNKNOWN,True,False
ETV1,Oncogene,True,True
FN1,UNKNOWN,True,False
TAOK3,UNKNOWN,True,False
TRIM28,UNKNOWN,True,False
SKIL,Oncogene,True,True
LAMP1,UNKNOWN,True,False
FRK,UNKNOWN,True,True
MAPKAPK5,UNKNOWN,True,False
FCRL4,UNKNOWN,True,False
CTLA4,UNKNOWN,True,False
TP63,UNKNOWN,True,False
CSNK1G2,UNKNOWN,True,False
MN1,UNKNOWN,True,False
CSPG4,Other,True,True
AIM1,UNKNOWN,True,False
STK11,UNKNOWN,True,False
MET,Oncogene,True,True
ULK4,UNKNOWN,True,False
MYC,Oncogene,True,True
CCNT1,UNKNOWN,True,False
RICTOR,UNKNOWN,True,False
SULF1,UNKNOWN,True,False
PTPN1,UNKNOWN,True,True
TOP2A,UNKNOWN,True,False
TRPM6,UNKNOWN,True,False
TRIM42,UNKNOWN,True,False
SNX19,UNKNOWN,True,False
SERPINB1,UNKNOWN,True,False
EPO,UNKNOWN,True,False
TGFBR1,UNKNOWN,True,False
CHN1,UNKNOWN,True,False
FLNA,UNKNOWN,True,False
BUB1B,UNKNOWN,True,False
NOVA1,UNKNOWN,True,False
DAB1,UNKNOWN,True,False
INHBA,UNKNOWN,True,False
CBFA2T3,UNKNOWN,True,False
